0000209400	一
0002916700	七
0002622000	三
0003478400	上
0000609800	下
0004721700	中
0001360800	九
0005418000	二
0002081300	五
0003678400	人
0001375100	休
0004040100	先
0005444700	入
0005677700	八
0007380200	六
0000436000	円
0003214000	出
0007192800	力
0003160000	十
0004026200	千
0002117900	口
0000308000	右
0006666900	名
0002715400	四
0005127900	土
0003945200	夕
0004474400	大
0005033300	天
0003308600	女
0002696200	子
0002843100	字
0000923700	学
0003331300	小
0002633600	山
0004033800	川
0002452500	左
0005481100	年
0003028800	手
0006181200	文
0005435400	日
0004205400	早
0001884000	月
0006470400	木
0006505700	本
0004380300	村
0007198600	林
0002236900	校
0003641700	森
0003825900	正
0001184900	気
0003723800	水
0000622700	火
0001892600	犬
0001584900	玉
0000504100	王
0003833400	生
0005083100	田
0004638500	男
0004781400	町
0005607600	白
0005920000	百
0006740200	目
0003948300	石
0001680900	空
0007104000	立
0004696700	竹
0002735800	糸
0002848100	耳
0000645600	花
0004223500	草
0004730900	虫
0001896200	見
0000838600	貝
0003955600	赤
0004335700	足
0002968300	車
0001604700	金
0000315200	雨
0003865600	青
0000596200	音
0006573600	万
0001151600	丸
0002152000	交
0001488200	京
0002417400	今
0000756800	会
0004428700	体
0000641500	何
0002561800	作
0001982700	元
0001750400	兄
0002156600	光
0002127700	公
0005373100	内
0005146200	冬
0005143800	刀
0006175200	分
0003984200	切
0004135400	前
0006467400	北
0002089200	午
0005726200	半
0005406400	南
0001998000	原
0006843100	友
0002024400	古
0004508400	台
0002341000	合
0005254500	同
0000760200	回
0003720000	図
0002372600	国
0000462400	園
0004656900	地
0003516000	場
0003854400	声
0005586300	売
0000672800	夏
0000841200	外
0004396400	多
0006776700	夜
0004424200	太
0006532300	妹
0002755000	姉
0002926100	室
0000675300	家
0002844800	寺
0003346200	少
0001155100	岩
0002125500	工
0002721600	市
0001215100	帰
0002143400	広
0005052100	店
0001366800	弓
0000273800	引
0004942000	弟
0003018400	弱
0001515000	強
0005149200	当
0001754900	形
0002095500	後
0003574900	心
0002765700	思
0002022000	戸
0002487100	才
0001522000	教
0003782200	数
0003650300	新
0006332600	方
0006677500	明
0003876200	星
0003229900	春
0004743400	昼
0002876900	時
0003900400	晴
0006983200	曜
0003288700	書
0004807600	朝
0007020500	来
0005164200	東
0000930400	楽
0000713800	歌
0002704800	止
0006296200	歩
0006317900	母
0006531100	毎
0006720100	毛
0004667800	池
0001199300	汽
0000964700	活
0000784700	海
0005055400	点
0006017800	父
0001417100	牛
0007083200	理
0006927500	用
0000736300	画
0005780000	番
0004845900	直
0002723600	矢
0004669200	知
0002966000	社
0003110100	秋
0000669700	科
0005207600	答
0002665600	算
0006227400	米
0002782200	紙
0002514600	細
0004176400	組
0000803500	絵
0004103600	線
0000310600	羽
0002170900	考
0006190200	聞
0005428500	肉
0002850500	自
0004075000	船
0003535500	色
0004711300	茶
0002172500	行
0003852100	西
0003668300	親
0000883400	角
0001990500	言
0001769700	計
0001223100	記
0007407700	話
0002110200	語
0005324000	読
0002369900	谷
0005597500	買
0004212700	走
0001599300	近
0004887800	通
0003129900	週
0005273900	道
0000471000	遠
0007076200	里
0006783100	野
0004783800	長
0006766200	門
0001083500	間
0004001600	雪
0000369800	雲
0005093700	電
0005231700	頭
0001169700	顔
0006088400	風
0003539700	食
0003057200	首
0005542700	馬
0002250300	高
0001450900	魚
0004804200	鳥
0006693400	鳴
0005647900	麦
0002264900	黄
0002380300	黒
0004774700	丁
0003821500	世
0007152100	両
0003042300	主
0003496200	乗
0006906300	予
0002865400	事
0002707700	仕
0004393400	他
0004504500	代
0003170900	住
0002750000	使
0001761200	係
0005589500	倍
0004130700	全
0001673700	具
0002964600	写
0007285200	列
0003317200	助
0006289600	勉
0005267200	動
0003404400	勝
0000619800	化
0001652300	区
0000127200	医
0001421000	去
0005720100	反
0003053500	取
0003079100	受
0002339700	号
0002159800	向
0001727500	君
0006599900	味
0006674800	命
0007398500	和
0005973600	品
0000284300	員
0003391000	商
0006771700	問
0005740700	坂
0000507900	央
0002756200	始
0000132000	委
0003048600	守
0000097800	安
0004943200	定
0002945100	実
0001350000	客
0001396600	宮
0003198000	宿
0001071200	寒
0004432500	対
0001575400	局
0000553800	屋
0001157500	岸
0005179700	島
0003098100	州
0004795100	帳
0006192900	平
0002193000	幸
0005138700	度
0002058500	庫
0004959700	庭
0002902200	式
0006798300	役
0004439400	待
0001389600	急
0004342100	息
0000041600	悪
0005832600	悲
0004263600	想
0000162700	意
0001095900	感
0003281600	所
0004407200	打
0005156500	投
0003107600	拾
0002874500	持
0002768800	指
0006354700	放
0003929800	整
0007144500	旅
0004356800	族
0003960600	昔
0003370800	昭
0003296400	暑
0000108500	暗
0001572400	曲
0006845600	有
0006103700	服
0001251400	期
0005743200	板
0004745000	柱
0002427900	根
0003546100	植
0001564200	業
0006970200	様
0000530700	横
0001542900	橋
0002846100	次
0002807300	歯
0002730300	死
0005928600	氷
0001864300	決
0006827000	油
0005525900	波
0004740400	注
0000384100	泳
0006939400	洋
0007120200	流
0003379400	消
0003633000	深
0000602800	温
0002276300	港
0002064300	湖
0005201100	湯
0001100400	漢
0004593900	炭
0006144500	物
0001403200	球
0006825700	由
0003582900	申
0000794700	界
0005671000	畑
0005957400	病
0005684700	発
0005205500	登
0005794600	皮
0002617000	皿
0004217500	相
0001908900	県
0003620800	真
0004715800	着
0004609300	短
0001910000	研
0007239800	礼
0003606600	神
0002513000	祭
0006113400	福
0005956700	秒
0001384700	究
0003399700	章
0005271900	童
0005001900	笛
0004511400	第
0005907000	筆
0005209000	等
0005661000	箱
0001394500	級
0003122200	終
0007195400	緑
0007307400	練
0006931200	羊
0005867600	美
0003127100	習
0002970800	者
0000195700	育
0001657600	苦
0000682300	荷
0007035000	落
0006955900	葉
0006805000	薬
0001858600	血
0005932900	表
0002816800	詩
0004833200	調
0004654000	談
0005160200	豆
0006038900	負
0001224900	起
0007325000	路
0003589000	身
0005064100	転
0001794700	軽
0005503400	農
0006258500	返
0004877800	追
0004229500	送
0004344700	速
0003638300	進
0006874400	遊
0000366800	運
0006077700	部
0005115900	都
0005569500	配
0003063900	酒
0003174600	重
0005021700	鉄
0001648300	銀
0000805700	開
0000286800	院
0006958500	陽
0000811200	階
0003137700	集
0006706200	面
0004513900	題
0000297300	飲
0001127500	館
0000419400	駅
0005882200	鼻
0005996200	不
0004201300	争
0003819900	井
0006019700	付
0007237600	令
0000118300	以
0004728900	仲
0005086500	伝
0000126200	位
0004937300	低
0002457100	佐
0007248900	例
0006286100	便
0003599100	信
0004231200	倉
0002232900	候
0003005800	借
0001923800	健
0004347200	側
0005278100	働
0000555900	億
0004779600	兆
0002864100	児
0001478300	共
0006199800	兵
0005050100	典
0007242800	冷
0003275800	初
0006243300	別
0007071400	利
0002594200	刷
0006106400	副
0002138500	功
0000629300	加
0005135800	努
0007347700	労
0006856600	勇
0006336600	包
0004367400	卒
0001493300	協
0004590500	単
0005633600	博
0000276800	印
0002646400	参
0002712900	司
0000882100	各
0003102000	周
0003393400	唱
0001271700	器
0002033200	固
0003497600	城
0002545000	埼
0000463300	塩
0006260800	変
0006015600	夫
0002921900	失
0005371300	奈
0002163400	好
0000458300	媛
0001206800	季
0004382300	孫
0001026900	完
0001035900	官
0000853200	害
0006053200	富
0002599400	察
0001193400	岐
0000549500	岡
0002560500	崎
0004241500	巣
0002466300	差
0001194500	希
0003962300	席
0004450100	帯
0004948300	底
0006030400	府
0002260200	康
0001906400	建
0001759200	径
0005107700	徒
0005307800	徳
0005902800	必
0005486400	念
0000020000	愛
0003847600	成
0004081700	戦
0003987900	折
0001433100	挙
0000770400	改
0005575600	敗
0002659900	散
0007161500	料
0001267400	旗
0002566100	昨
0001792100	景
0002523800	最
0006440900	望
0006595900	未
0006556900	末
0002592800	札
0002547900	材
0004334100	束
0003365200	松
0000658000	果
0005329800	栃
0000388400	栄
0000105300	案
0005591500	梅
0005391200	梨
0000800100	械
0001577800	極
0005945100	標
0001280000	機
0001854000	欠
0002680800	残
0002706500	氏
0006629300	民
0001381400	求
0004732300	沖
0002871300	治
0006362000	法
0001386600	泣
0004058200	浅
0006994900	浴
0003887800	清
0006581800	満
0002883200	滋
0001470600	漁
0000955900	潟
0005154000	灯
0006635800	無
0004145300	然
0003411400	焼
0003428000	照
0001712000	熊
0005476200	熱
0006481900	牧
0005298200	特
0002656400	産
0004998500	的
0003878800	省
0003194900	祝
0005938300	票
0003070200	種
0003976600	積
0001551600	競
0003388200	笑
0001105400	管
0004008800	節
0006800800	約
0001871100	結
0001405100	給
0004360400	続
0003521700	縄
0004687500	置
0001744800	群
0007341300	老
0003587500	臣
0007155800	良
0001828800	芸
0000741600	芽
0000384700	英
0000260000	茨
0002519000	菜
0000858200	街
0000123100	衣
0006942000	要
0000899700	覚
0001137100	観
0001730800	訓
0002818700	試
0004013100	説
0000722900	課
0001324000	議
0000690500	貨
0000746400	賀
0001740200	軍
0007208900	輪
0002887000	辞
0006256500	辺
0007294000	連
0004557100	達
0004106300	選
0001743900	郡
0007172300	量
0007390500	録
0001550400	鏡
0001108800	関
0006036300	阜
0005742400	阪
0007100300	陸
0004459900	隊
0003924700	静
0003260400	順
0001172500	願
0007233800	類
0005817800	飛
0005755600	飯
