次第	次第 しだい dependent upon; as soon as; immediately (upon); circumstances; order; precedence; program; programme; agenda
吸収	吸収 きゅうしゅう absorption; suction; attraction
言わば	言わば いわば so to speak; so to call it; as it were
金庫	金庫 きんこ safe; strongbox; cashbox; vault; strongroom; depository; cash office; treasury; provider of funds
予報	予報 よほう forecast; prediction
粉	粉 こな flour; meal; powder
正午	正午 しょうご noon; mid-day
皿	皿 さら plate; dish; platter; disc; serving; helping; course; kanji radical 108 (at the bottom)
気味	気味 きみ sensation; feeling; tendency; propensity
縦	縦 たて the vertical; height; front-to-back; length; north-to-south; vertical (relationship); hierarchy; (weaving) warp
息	息 いき breath; breathing; tone; mood
世話	世話 せわ looking after; help; aid; assistance
清潔	清潔 せいけつ clean; hygienic; sanitary; pure; virtuous; immaculate
年月	年月 としつき months and years
科目	科目 かもく (school) subject; curriculum; course
分ける	分ける わける to divide (into); to split (into); to part; to separate; to divide up; to classify; to sort out; to divide out; to share; to distribute; to deal out; to dish out; to distinguish; to discriminate; to differentiate (between); to break up (a fight); to mediate; to call a draw; to tie; to push one's way through (a crowd); to sell
グループ	グループ グループ group (usu. of people)
犯人	犯人 はんにん offender; criminal
全然	全然 ぜんぜん not at all (with neg. verb); wholly; entirely; completely
熱心	熱心 ねっしん zeal; enthusiasm
大いに	大いに おおいに very; much; greatly; a lot of
宝石	宝石 ほうせき gem; jewel; precious stone
まあ	まあ まあ just (e.g. "just wait here"); come now; now, now; tolerably; passably; moderately; reasonably; fairly; rather; somewhat; well...; I think...; it would seem...; you might say...; Hmmm, I guess so...; oh!; oh dear!; oh, my!; wow!; goodness gracious!; good heavens!
衝突	衝突 しょうとつ collision; crash; running into; conflict; quarrel; clashing
年寄	年寄 としより old people; the aged; trustee of the Japan Sumo Association; retired high-ranking wrestler who is licensed to coach and receives retirement pay; senior statesman (of the Tokugawa shogunate); important local official (under the Tokugawa Shogunate)
劇	劇 げき drama; play; powerful drug
考慮	考慮 こうりょ consideration; taking into account
手間	手間 てま time; labour; labor; effort; trouble (in the sense of effort)
跡	跡 あと trace; tracks; mark; sign; site; remains; ruins; scar
直ちに	直ちに ただちに at once; immediately; directly; in person; automatically
日	日 にち Sunday; day (of the month); counter for days; Japan
中	中 ちゅう medium; average; middle; moderation; middle school; China; volume two (of three); during (a certain time when one did or is doing something); under (construction, etc.); while; in; out of (e.g. three out of ten people)
下り	下り くだり down-train (going away from Tokyo); down-slope; downward going
上	上 かみ upper reaches (of a river); upper stream; top; upper part; upper half (of the body); long ago; beginning; first; person of high rank (e.g. the emperor); government; imperial court; imperial capital (i.e. Kyoto); capital region (i.e. Kansai); region (or direction of) the imperial palace; head (of a table); wife; mistress (of a restaurant)
分	分 ぶ one-tenth; one percent (one-tenth of a wari); 3 mm (one-tenth of a sun); 2.4 mm (one-tenth of a mon, a traditional unit used to measure shoe sizes); 0.1 degree (one-tenth of a do, used to measure body temperature on any temperature scale); one-quarter of a ryou (obsolete unit of currency); thickness; advantageous circumstances; one-tenth of a monme of silver
分	分 ぶん part; segment; share; ration; rate; degree; one's lot; one's status; relation; duty; kind; lot; in proportion to; just as much as
図	図 ず drawing; picture; diagram; figure; illustration; chart; graph; sight; scene
生	生 なま raw; uncooked; fresh; natural; as it is; unedited; unprocessed; unprotected (i.e. not wearing a condom); live (i.e. not recorded); inexperienced; unpolished; green; crude; impudence; sauciness; unpasteurized beer; draft beer; draught beer; just a little; somehow; vaguely; partially; somewhat; half-; semi-; irresponsibly; half-baked; cash; tipsiness
者	者 もの person
会	会 かい meeting; assembly; party; association; club
小	小 しょう smallness; small item; short month (i.e. having fewer than 31 days); elementary school; younger or inferior (of two items or people with the same name); unit of field area (approx. 400 sq m)
後	後 ご after
後	後 のち later; afterwards; since; future; after one's death; descendant
下	下 しも lower reaches (of a river); bottom; lower part; lower half (of the body, esp. the privates); feces (faeces); urine; menses; end; far from the imperial palace (i.e. far from Kyoto, esp. of western Japan); dirty (e.g. dirty jokes, etc.)
下	下 げ lowness (of degree, value, etc.); inferiority; second volume (of two); third volume (of three)
幕	幕 まく curtain; bunting; act (in play)
図書	図書 としょ books
日光	日光 にっこう sunlight
月	月 つき moon; month
立派	立派 りっぱ splendid; fine; handsome; elegant; imposing; prominent; praiseworthy; creditable; worthy; legal; legitimate; lawful; undeniable (e.g. crime); indisputable; solid
善	善 ぜん good; goodness; right; virtue
失望	失望 しつぼう disappointment; despair
奇妙	奇妙 きみょう strange; queer; curious
度	度 ど degree (angle, temperature, scale, etc.); counter for occurrences and times; strength (of alcohol)
度	度 たび time (three times, each time, etc.); times
