現像	げんぞう	developing (film)	N1	0a42bb18-e77f-4c6a-86bf-2163d4122142
原則	げんそく	principle, general rule	N1	d59bdfd9-9a88-4ca1-b005-a5889a80e8ad
見地	けんち	point of view	N1	1e357c20-f50a-4873-8436-58bdbb5a78f9
現地	げんち	actual place, local	N1	a8f7e382-e832-4e38-8928-b1ecf4f0d37b
限定	げんてい	limit, restriction	N1	8250d42a-6e14-4cfe-9ad7-7e1637befcef
原点	げんてん	origin (coordinates, starting point)	N1	780627f4-55c3-413a-a6d1-eeaf2b506afe
原典	げんてん	original, source	N1	56f6d347-83bb-4351-89e9-e859fe799d5f
原爆	げんばく	atomic bomb	N1	47d883d7-a235-47f4-a650-26210940c230
原文	げんぶん	the text, original	N1	26fcc67c-9671-4db3-b063-0851b2e6d174
厳密	げんみつ	strict, close	N1	37da2782-decd-4912-89df-5e39d0e9bfd3
賢明	けんめい	wisdom, intelligence, prudence	N1	9f488fec-382c-4131-9b64-94ead1545bde
倹約	けんやく	thrift, economy, frugality	N1	e8f18e00-4da2-41dc-9fbc-f86e363f28bd
原油	げんゆ	crude oil	N1	c84e53ab-775b-4d62-94a4-60f4bacdfbc4
兼用	けんよう	multi-use, combined use	N1	2413147d-812f-477e-8621-b6525184e0c5
権力	けんりょく	(political) power, authority, influence	N1	0a33c307-155d-4f63-8e4b-d75d54ff922e
言論	げんろん	discussion, speech	N1	ba1ea575-d022-468d-b239-1a09c1299dcb
故～	こ～	deceased, late	N1	550c952c-eb39-4e78-b1fc-a5e5fda18f4f
語彙	ごい	vocabulary, glossary	N1	552b1e74-8eb9-4ed6-8068-becc09e0c6ae
恋する	こいする	to fall in love with, to love	N1	db3e239d-8aa6-4ace-87aa-3d39c1a612c5
甲	こう	1st in rank; shell	N1	3d1face6-eda2-4731-ae47-d48fadab2193
～光	～こう	light	N1	5acb2ace-48f3-4956-abc7-3695783166b7
好意	こうい	good will, favor, courtesy	N1	75162ad4-5c9d-41f4-9cc7-50d07a8d6df7
行為	こうい	act, deed, conduct	N1	fea2e601-7919-4dc6-b1f7-0f21060e5e72
合意	ごうい	agreement, consent, mutual understanding	N1	c07fac3d-3680-47da-bd18-3f8fd8770ce4
工学	こうがく	engineering	N1	71f6e880-8767-4806-ba6f-a688b913069e
抗議	こうぎ	protest, objection	N1	27e23c40-c9f6-4ad1-a25c-04f5333698a7
合議	ごうぎ	consultation, conference	N1	a5c15688-f6b1-46bf-8853-4dfc2157139d
皇居	こうきょ	Imperial Palace	N1	78b11aff-48d4-46d9-a5ca-c401342b284e
好況	こうきょう	prosperous conditions, healthy economy	N1	7715eacf-3e8e-461c-a014-618476f03deb
鉱業	こうぎょう	mining industry	N1	bb9c07af-5b55-40a7-aa3c-ba35869da568
興業	こうぎょう	starting a business; industry	N1	fc3b28a1-e468-4f43-b442-c1067f552965
高原	こうげん	tableland, plateau	N1	c0341622-b1b4-47ae-92f2-9d02cbbd65e4
交互	こうご	mutual, reciprocal, alternate	N1	24a3e968-7ad1-45f9-9b21-14779e59f454
煌々と	こうこうと	brightly	N1	761bedcd-47be-48cb-a4db-af523403bf85
考古学	こうこがく	archeology	N1	5392cafa-a5d1-4385-9fbf-79c1cfe24548
工作	こうさく	handicraft, maneuvering	N1	c3157b69-ff9f-49c3-a58f-e8d4c1c36063
耕作	こうさく	cultivation, farming	N1	f3d1d969-6a5d-4a25-ae20-303c0b749301
鉱山	こうざん	mine	N1	232cbc08-ca72-475d-b03d-2b95298cb394
講習	こうしゅう	short course, training	N1	e323e2fd-4444-4c09-a4ae-7dee6a122e60
口述	こうじゅつ	verbal statement	N1	a4e465fa-318b-4f06-94f1-a54abe61c118
控除	こうじょ	subsidy, deduction	N1	64aa22cb-b035-47fd-b5cd-16d60af955c9
交渉	こうしょう	negotiation	N1	2e64e381-99ad-4d5a-b7bf-8ac6e24d53b6
高尚	こうしょう	high, noble, refined	N1	667e237e-849b-4066-9e5f-64851523432f
向上	こうじょう	rise, improvement, progress	N1	0e74e2b4-ce7e-4bcb-90be-ff3794cfc2c0
行進	こうしん	march, parade	N1	a825644e-5092-4da4-b2e7-1ac9061fb92c
香辛料	こうしんりょう	spices	N1	495e204e-0e76-4708-a143-f96f9b3d4047
降水	こうすい	rainfall, precipitation	N1	ea2a1a82-854a-4647-9389-926fc0dbf408
洪水	こうずい	flood	N1	26a46b03-0e45-434e-bc33-f5314c47453d
合成	ごうせい	synthetic, mixed	N1	3b568e19-25b7-4510-a7bc-a4c132b30f59
公然	こうぜん	openly	N1	8f355f56-6d07-4a69-ad0b-4631adc5f5a4
抗争	こうそう	dispute, resistance	N1	47057e16-55ca-49f4-8552-1e3c95e77b65
構想	こうそう	plan, plot, idea, conception	N1	6a3da2e7-d279-4eb7-ae4e-9f7b3a9fdff3
後退	こうたい	retreat, backspace	N1	c134fdae-f258-4279-a96f-05cf6278dc05
光沢	こうたく	luster, glossy finish (of photographs)	N1	22211ef8-2769-4c7f-8c54-077206e2d159
公団	こうだん	public corporation	N1	67900fff-aa62-4139-90ce-8fc3246f996b
